Result for strategy Strategy002
============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |     Avg Duration |   Wins |   Draws |   Losses |
|   Sell Reason |   Sells |   Wins |   Draws |   Losses |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------+---------+----------+----------------+----------------+-------------------+----------------|
|           roi |    2752 |   2752 |       0 |        0 |           1.51 |        4142.31 |          4146.45  |         165.69 |
|   sell_signal |     599 |    381 |       0 |      218 |           0.09 |          51.86 |            51.914 |           2.07 |
|     stop_loss |     311 |      0 |       0 |      311 |         -10.18 |       -3165.92 |         -3169.09  |        -126.64 |
|    force_sell |       1 |      0 |       0 |        1 |          -0.81 |          -0.81 |            -0.806 |          -0.03 |
========================================================= LEFT OPEN TRADES REPORT ==========================================================
|     Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Wins |   Draws |   Losses |
|----------+--------+----------------+----------------+-------------------+----------------+-----------------+--------+---------+----------|
| FTT/USDT |      1 |          -0.81 |          -0.81 |            -0.806 |          -0.08 | 1 day, 12:15:00 |      0 |       0 |        1 |
|    TOTAL |      1 |          -0.81 |          -0.81 |            -0.806 |          -0.08 | 1 day, 12:15:00 |      0 |       0 |        1 |
=============== SUMMARY METRICS ===============
| Metric                | Value               |
|-----------------------+---------------------|
| Backtesting from      | 2020-03-26 00:00:00 |
| Backtesting to        | 2021-03-26 11:40:00 |
| Max open trades       | 25                  |
|                       |                     |
| Total trades          | 3663                |
| Starting balance      | 1000.000 USDT       |
| Final balance         | 2028.470 USDT       |
| Absolute profit       | 1028.470 USDT       |
| Total profit %        | 102.85%             |
| Trades per day        | 10.04               |
| Avg. stake amount     | 100.000 USDT        |
| Total trade volume    | 366300.000 USDT     |
|                       |                     |
| Best Pair             | HARD/USDT 41.33%    |
| Worst Pair            | FIO/USDT -39.27%    |
| Best trade            | BAND/USDT 5.0%      |
| Worst trade           | NEO/USDT -10.18%    |
| Best day              | 63.596 USDT         |
| Worst day             | -100.058 USDT       |
| Days win/draw/lose    | 291 / 2 / 73        |
| Avg. Duration Winners | 4:35:00             |
| Avg. Duration Loser   | 21:26:00            |
|                       |                     |
| Min balance           | 990.395 USDT        |
| Max balance           | 2101.102 USDT       |
| Drawdown              | 426.54%             |
| Drawdown              | 426.962 USDT        |
| Drawdown high         | 417.358 USDT        |
| Drawdown low          | -9.605 USDT         |
| Drawdown Start        | 2020-08-25 13:30:00 |
| Drawdown End          | 2020-11-07 20:10:00 |
| Market change         | 1156.4%             |
===============================================

