Result for strategy CombinedBinHAndCluc
============================================================= BACKTESTING REPORT =============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Wins |   Draws |   Losses |
|    ATM/USDT |     95 |           0.11 |          10.55 |            10.559 |           1.06 |        0:59:00 |     57 |       0 |       38 |
|   ATOM/USDT |     98 |           0.41 |          40.09 |            40.135 |           4.01 |        0:52:00 |     68 |       0 |       30 |
|  AUDIO/USDT |    113 |          -0.65 |         -73.51 |           -73.580 |          -7.36 |        1:18:00 |     63 |       0 |       50 |
|    AVA/USDT |     75 |           0.50 |          37.75 |            37.791 |           3.78 |        1:27:00 |     52 |       0 |       23 |
|   AVAX/USDT |    114 |           0.06 |           6.31 |             6.321 |           0.63 |        1:13:00 |     72 |       0 |       42 |
|    AXS/USDT |    169 |           0.33 |          56.18 |            56.237 |           5.62 |        1:00:00 |    117 |       0 |       52 |
| BADGER/USDT |     15 |           0.02 |           0.35 |             0.349 |           0.03 |        1:34:00 |      9 |       0 |        6 |
|    BAL/USDT |     86 |          -0.15 |         -12.83 |           -12.846 |          -1.28 |        1:13:00 |     53 |       0 |       33 |
|   BAND/USDT |    229 |           0.02 |           5.54 |             5.548 |           0.55 |        1:20:00 |    150 |       0 |       79 |
|    BAT/USDT |     68 |           0.24 |          16.61 |            16.623 |           1.66 |        1:12:00 |     50 |       0 |       18 |
|    BCH/USDT |     43 |           0.32 |          13.87 |            13.880 |           1.39 |        0:54:00 |     28 |       0 |       15 |
|   BEAM/USDT |    158 |           0.40 |          63.07 |            63.134 |           6.31 |        1:27:00 |    105 |       0 |       53 |
|    BEL/USDT |    173 |           0.21 |          36.61 |            36.647 |           3.66 |        1:02:00 |    110 |       0 |       63 |
|    BLZ/USDT |    134 |          -0.04 |          -4.92 |            -4.926 |          -0.49 |        1:11:00 |     88 |       0 |       46 |
|    BNB/USDT |     50 |          -1.20 |         -60.04 |           -60.100 |          -6.01 |        0:50:00 |     24 |       0 |       26 |
|    BNT/USDT |     87 |          -0.20 |         -17.03 |           -17.045 |          -1.70 |        2:52:00 |     56 |       0 |       31 |
|    BTC/USDT |     13 |          -0.45 |          -5.91 |            -5.913 |          -0.59 |        2:22:00 |      8 |       0 |        5 |
|  BTCST/USDT |     93 |           1.34 |         124.36 |           124.486 |          12.45 |        0:51:00 |     66 |       0 |       27 |
|    BTS/USDT |     91 |           0.27 |          24.32 |            24.341 |           2.43 |        2:18:00 |     62 |       0 |       29 |
|    BTT/USDT |     52 |           0.15 |           7.94 |             7.944 |           0.79 |        2:22:00 |     31 |       0 |       21 |
|   BZRX/USDT |    214 |          -0.21 |         -44.78 |           -44.823 |          -4.48 |        1:06:00 |    129 |       0 |       85 |
|   CAKE/USDT |     46 |          -0.62 |         -28.41 |           -28.435 |          -2.84 |        0:53:00 |     26 |       0 |       20 |
|   CELO/USDT |     51 |           1.00 |          51.20 |            51.252 |           5.13 |        0:59:00 |     38 |       0 |       13 |
|   CELR/USDT |    201 |           0.34 |          68.54 |            68.608 |           6.86 |        1:44:00 |    135 |       0 |       66 |
|    CHR/USDT |    154 |           0.13 |          19.65 |            19.670 |           1.97 |        1:14:00 |    102 |       0 |       52 |
|    CHZ/USDT |    117 |           0.37 |          43.80 |            43.846 |           4.38 |        1:11:00 |     74 |       0 |       43 |
|    CKB/USDT |     40 |          -0.34 |         -13.60 |           -13.618 |          -1.36 |        1:32:00 |     23 |       0 |       17 |
|   COMP/USDT |     95 |           0.19 |          18.51 |            18.526 |           1.85 |        1:25:00 |     64 |       0 |       31 |
|    COS/USDT |    116 |           0.29 |          33.41 |            33.447 |           3.34 |        1:21:00 |     79 |       0 |       37 |
|   COTI/USDT |    206 |           0.46 |          94.32 |            94.411 |           9.44 |        1:08:00 |    147 |       0 |       59 |
|    CRV/USDT |    197 |          -0.54 |        -106.43 |          -106.532 |         -10.65 |        1:08:00 |    112 |       0 |       85 |
|    CTK/USDT |     88 |           0.54 |          47.24 |            47.283 |           4.73 |        1:02:00 |     61 |       0 |       27 |
|   CTSI/USDT |    218 |           0.07 |          15.83 |            15.843 |           1.58 |        1:30:00 |    144 |       0 |       74 |
|   CTXC/USDT |     88 |          -0.33 |         -28.93 |           -28.959 |          -2.90 |        1:06:00 |     54 |       0 |       34 |
|    CVC/USDT |     89 |          -0.65 |         -58.19 |           -58.245 |          -5.82 |        1:54:00 |     55 |       0 |       34 |
|   DASH/USDT |     19 |          -0.33 |          -6.25 |            -6.258 |          -0.63 |        1:29:00 |     11 |       0 |        8 |
|   DATA/USDT |    121 |          -0.19 |         -23.12 |           -23.144 |          -2.31 |        1:46:00 |     76 |       0 |       45 |
|    DCR/USDT |     53 |           0.67 |          35.51 |            35.548 |           3.55 |        1:27:00 |     38 |       0 |       15 |
|   DEGO/USDT |     43 |           1.57 |          67.38 |            67.446 |           6.74 |        0:41:00 |     32 |       0 |       11 |
|   DENT/USDT |    213 |           0.66 |         141.61 |           141.749 |          14.17 |        1:24:00 |    152 |       0 |       61 |
|    DGB/USDT |     45 |           0.00 |           0.01 |             0.006 |           0.00 |        1:11:00 |     29 |       0 |       16 |
|    DIA/USDT |    148 |           0.20 |          29.87 |            29.895 |           2.99 |        1:07:00 |     96 |       0 |       52 |
|    DNT/USDT |    102 |           0.53 |          54.39 |            54.446 |           5.44 |        0:48:00 |     72 |       0 |       30 |
|   DOCK/USDT |    199 |           0.04 |           7.99 |             7.996 |           0.80 |        1:30:00 |    136 |       0 |       63 |
|   DODO/USDT |     37 |           0.09 |           3.15 |             3.158 |           0.32 |        1:05:00 |     22 |       0 |       15 |
|   DOGE/USDT |    117 |           1.01 |         117.90 |           118.015 |          11.80 |        0:36:00 |     77 |       0 |       40 |
|    DOT/USDT |     65 |           0.93 |          60.63 |            60.693 |           6.07 |        0:52:00 |     49 |       0 |       16 |
|   DREP/USDT |    252 |           0.56 |         141.33 |           141.471 |          14.15 |        1:43:00 |    187 |       0 |       65 |
|   DUSK/USDT |    165 |          -0.10 |         -17.28 |           -17.297 |          -1.73 |        1:59:00 |    108 |       0 |       57 |
