Result for strategy AdxSmas
============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |     Avg Duration |   Wins |   Draws |   Losses |
|   LUNA/USDT |     34 |          -0.22 |          -7.39 |            -7.402 |          -0.74 |   1 day, 2:18:00 |     13 |       0 |       21 |
|   MANA/USDT |     27 |           0.05 |           1.38 |             1.379 |           0.14 |         20:56:00 |      8 |       0 |       19 |
|  MATIC/USDT |     40 |          -0.86 |         -34.48 |           -34.516 |          -3.45 |         22:15:00 |     17 |       0 |       23 |
|    MBL/USDT |     50 |           0.07 |           3.70 |             3.707 |           0.37 |   1 day, 0:50:00 |     17 |       0 |       33 |
|    MDT/USDT |     46 |           2.63 |         121.11 |           121.234 |          12.12 |         22:52:00 |     26 |       0 |       20 |
|    MFT/USDT |     44 |           1.75 |          77.01 |            77.090 |           7.71 |         21:00:00 |     22 |       0 |       22 |
|   MITH/USDT |     45 |          -0.53 |         -24.06 |           -24.083 |          -2.41 |         21:41:00 |     19 |       0 |       26 |
|    MKR/USDT |     26 |           0.21 |           5.44 |             5.449 |           0.54 |   1 day, 1:21:00 |     12 |       0 |       14 |
|    MTL/USDT |     35 |           1.69 |          59.10 |            59.157 |           5.92 |         20:00:00 |     18 |       0 |       17 |
|   NANO/USDT |     35 |          -0.37 |         -12.89 |           -12.900 |          -1.29 |         20:17:00 |     13 |       0 |       22 |
|    NBS/USDT |     19 |           1.66 |          31.46 |            31.492 |           3.15 |   1 day, 0:25:00 |     10 |       0 |        9 |
|   NEAR/USDT |     18 |          -2.39 |         -42.96 |           -43.002 |          -4.30 |         23:20:00 |      5 |       0 |       13 |
|    NEO/USDT |     19 |           1.19 |          22.68 |            22.703 |           2.27 |   1 day, 6:03:00 |     11 |       0 |        8 |
|    NKN/USDT |     46 |          -2.25 |        -103.56 |          -103.661 |         -10.37 |         22:18:00 |     12 |       0 |       34 |
|    NMR/USDT |     30 |          -1.07 |         -32.00 |           -32.035 |          -3.20 |   1 day, 4:46:00 |     11 |       0 |       19 |
|   NPXS/USDT |     48 |           2.14 |         102.55 |           102.654 |          10.27 |         19:06:00 |     29 |       0 |       19 |
|   NULS/USDT |     41 |           0.34 |          14.06 |            14.073 |           1.41 |   1 day, 0:13:00 |     21 |       0 |       20 |
|  OCEAN/USDT |     15 |          -1.56 |         -23.45 |           -23.471 |          -2.35 |         22:08:00 |      6 |       0 |        9 |
|     OG/USDT |     13 |           3.12 |          40.58 |            40.623 |           4.06 |         10:37:00 |      8 |       0 |        5 |
|    OGN/USDT |     35 |           1.56 |          54.68 |            54.739 |           5.47 |         17:14:00 |     16 |       0 |       19 |
|     OM/USDT |      1 |           9.99 |           9.99 |            10.000 |           1.00 |          0:00:00 |      1 |       0 |        0 |
|    OMG/USDT |     33 |           0.72 |          23.83 |            23.849 |           2.38 |   1 day, 0:16:00 |     16 |       0 |       17 |
|    ONE/USDT |     41 |          -0.73 |         -29.89 |           -29.916 |          -2.99 |   1 day, 0:09:00 |     13 |       0 |       28 |
|    ONG/USDT |     36 |           2.82 |         101.39 |           101.492 |          10.15 |         23:18:00 |     22 |       0 |       14 |
|    ONT/USDT |     32 |          -1.62 |         -51.69 |           -51.745 |          -5.17 |         22:08:00 |     11 |       0 |       21 |
|    ORN/USDT |     22 |          -0.14 |          -3.01 |            -3.013 |          -0.30 |   1 day, 1:41:00 |     11 |       0 |       11 |
|    OXT/USDT |     16 |          -0.32 |          -5.16 |            -5.166 |          -0.52 |         19:30:00 |      6 |       0 |       10 |
|   PAXG/USDT |     30 |          -0.15 |          -4.55 |            -4.556 |          -0.46 |   1 day, 2:06:00 |     13 |       0 |       17 |
|   PERL/USDT |     37 |           1.15 |          42.58 |            42.620 |           4.26 |   1 day, 3:34:00 |     18 |       0 |       19 |
