Result for strategy ADX_15M_USDT
=============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |      Avg Duration |   Wins |   Draws |   Losses |
|    SFP/USDT |     10 |          -2.46 |         -24.57 |           -24.595 |          -2.46 |           9:15:00 |      2 |       4 |        4 |
|    SKL/USDT |     25 |           1.87 |          46.86 |            46.909 |           4.69 |          10:13:00 |     17 |       7 |        1 |
|    SNX/USDT |     42 |           1.04 |          43.88 |            43.924 |           4.39 |          13:30:00 |     22 |      16 |        4 |
|    SOL/USDT |     46 |           0.49 |          22.38 |            22.397 |           2.24 |          14:26:00 |     25 |      15 |        6 |
|    SRM/USDT |     38 |           0.84 |          31.87 |            31.907 |           3.19 |          14:17:00 |     20 |      13 |        5 |
|   STMX/USDT |     44 |           1.61 |          70.82 |            70.894 |           7.09 |          10:28:00 |     30 |      13 |        1 |
|  STORJ/USDT |     34 |           1.12 |          38.11 |            38.147 |           3.81 |           9:55:00 |     21 |      11 |        2 |
|   STPT/USDT |     66 |           0.64 |          41.92 |            41.965 |           4.20 |          15:29:00 |     35 |      27 |        4 |
|  STRAX/USDT |     27 |           0.98 |          26.47 |            26.492 |           2.65 |          12:03:00 |      9 |      17 |        1 |
|    STX/USDT |     82 |           0.65 |          53.13 |            53.187 |           5.32 |          14:07:00 |     46 |      29 |        7 |
|    SUN/USDT |     33 |           0.50 |          16.49 |            16.502 |           1.65 |          12:21:00 |     18 |      11 |        4 |
|  SUPER/USDT |      0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |      0 |       0 |        0 |
|   SUSD/USDT |     31 |           0.23 |           7.24 |             7.247 |           0.72 |    1 day, 0:04:00 |     12 |      18 |        1 |
|  SUSHI/USDT |     23 |          -1.27 |         -29.30 |           -29.327 |          -2.93 |           9:42:00 |     12 |       5 |        6 |
|    SXP/USDT |     32 |           0.20 |           6.52 |             6.531 |           0.65 |          12:12:00 |     15 |      12 |        5 |
|    TCT/USDT |     96 |           0.45 |          42.96 |            43.002 |           4.30 |          13:22:00 |     61 |      25 |       10 |
|  TFUEL/USDT |     80 |           0.29 |          23.01 |            23.034 |           2.30 |          13:39:00 |     47 |      23 |       10 |
|  THETA/USDT |     70 |          -0.30 |         -20.89 |           -20.913 |          -2.09 |          15:01:00 |     33 |      27 |       10 |
|   TOMO/USDT |     69 |          -0.36 |         -24.91 |           -24.935 |          -2.49 |          12:05:00 |     28 |      31 |       10 |
