Result for strategy Strategy005
============================================================== BACKTESTING REPORT =============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Wins |   Draws |   Losses |
|    WAN/USDT |    267 |           0.12 |          32.71 |            32.747 |           3.27 |         4:19:00 |    204 |       0 |       63 |
|  WAVES/USDT |    125 |           0.29 |          36.72 |            36.759 |           3.68 |         6:41:00 |    103 |       0 |       22 |
|    WIN/USDT |    148 |           0.15 |          22.55 |            22.573 |           2.26 |         6:52:00 |    107 |       0 |       41 |
|   WING/USDT |    137 |           0.01 |           1.54 |             1.537 |           0.15 |         2:22:00 |    108 |       0 |       29 |
|   WNXM/USDT |    230 |           0.16 |          37.59 |            37.631 |           3.76 |         3:36:00 |    178 |       0 |       52 |
|    WRX/USDT |    241 |           0.10 |          23.20 |            23.219 |           2.32 |         4:06:00 |    191 |       0 |       50 |
|    WTC/USDT |    286 |           0.34 |          97.98 |            98.074 |           9.81 |         4:33:00 |    242 |       0 |       44 |
|    XEM/USDT |     63 |           0.28 |          17.87 |            17.892 |           1.79 |         3:02:00 |     52 |       0 |       11 |
|    XLM/USDT |     58 |           0.32 |          18.59 |            18.604 |           1.86 |         3:42:00 |     47 |       0 |       11 |
|    XMR/USDT |    149 |           0.15 |          22.14 |            22.163 |           2.22 |         7:46:00 |    102 |       0 |       47 |
|    XRP/USDT |     41 |           0.21 |           8.70 |             8.712 |           0.87 |         2:05:00 |     31 |       0 |       10 |
|    XTZ/USDT |    111 |          -0.28 |         -30.73 |           -30.759 |          -3.08 |         5:01:00 |     80 |       0 |       31 |
|    XVS/USDT |    120 |          -0.14 |         -16.70 |           -16.721 |          -1.67 |         2:47:00 |     93 |       0 |       27 |
|    YFI/USDT |     68 |          -0.43 |         -29.17 |           -29.199 |          -2.92 |         4:55:00 |     50 |       0 |       18 |
|   YFII/USDT |     56 |          -0.14 |          -8.10 |            -8.110 |          -0.81 |         3:15:00 |     41 |       0 |       15 |
|    ZEC/USDT |    112 |          -0.04 |          -4.49 |            -4.498 |          -0.45 |         3:43:00 |     81 |       0 |       31 |
|    ZEN/USDT |    196 |           0.25 |          48.03 |            48.080 |           4.81 |         6:36:00 |    158 |       0 |       38 |
|    ZIL/USDT |     95 |          -0.17 |         -16.37 |           -16.385 |          -1.64 |         6:23:00 |     79 |       0 |       16 |
|    ZRX/USDT |    119 |           0.39 |          46.90 |            46.951 |           4.70 |         4:16:00 |     97 |       0 |       22 |
|       TOTAL |  34238 |           0.18 |        6159.27 |          6165.426 |         616.54 |         4:39:00 |  27607 |       0 |     6631 |
====================================================== SELL REASON STATS =======================================================
|   Sell Reason |   Sells |   Wins |   Draws |   Losses |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------+---------+----------+----------------+----------------+-------------------+----------------|
|   sell_signal |   27093 |  22466 |       0 |     4627 |           0.5  |       13445.7  |         13459.2   |         537.83 |
|           roi |    5140 |   5140 |       0 |        0 |           2.53 |       13002    |         13015.1   |         520.08 |
|     stop_loss |    1992 |      0 |       0 |     1992 |         -10.18 |      -20278.2  |        -20298.5   |        -811.13 |
|    force_sell |      13 |      1 |       0 |       12 |          -0.79 |         -10.32 |           -10.329 |          -0.41 |
=========================================================== LEFT OPEN TRADES REPORT ===========================================================
|       Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |     Avg Duration |   Wins |   Draws |   Losses |
|------------+--------+----------------+----------------+-------------------+----------------+------------------+--------+---------+----------|
| BTCST/USDT |      1 |          -0.17 |          -0.17 |            -0.166 |          -0.02 |          0:20:00 |      0 |       0 |        1 |
|  DUSK/USDT |      1 |          -0.83 |          -0.83 |            -0.836 |          -0.08 |          1:05:00 |      0 |       0 |        1 |
|   ETC/USDT |      1 |          -0.70 |          -0.70 |            -0.701 |          -0.07 |  1 day, 11:45:00 |      0 |       0 |        1 |
|   FUN/USDT |      1 |          -2.09 |          -2.09 |            -2.093 |          -0.21 |  1 day, 10:15:00 |      0 |       0 |        1 |
|  IOTA/USDT |      1 |          -1.42 |          -1.42 |            -1.419 |          -0.14 |          0:55:00 |      0 |       0 |        1 |
|   MFT/USDT |      1 |          -0.20 |          -0.20 |            -0.200 |          -0.02 |          0:00:00 |      0 |       0 |        1 |
|   MKR/USDT |      1 |          -0.28 |          -0.28 |            -0.284 |          -0.03 |          0:05:00 |      0 |       0 |        1 |
|  NANO/USDT |      1 |           0.27 |           0.27 |             0.270 |           0.03 |         23:10:00 |      1 |       0 |        0 |
|  NULS/USDT |      1 |          -0.42 |          -0.42 |            -0.423 |          -0.04 |          1:00:00 |      0 |       0 |        1 |
|  SUSD/USDT |      1 |          -1.22 |          -1.22 |            -1.225 |          -0.12 | 12 days, 1:50:00 |      0 |       0 |        1 |
| TFUEL/USDT |      1 |          -1.17 |          -1.17 |            -1.168 |          -0.12 |          1:15:00 |      0 |       0 |        1 |
|  WING/USDT |      1 |          -0.66 |          -0.66 |            -0.658 |          -0.07 |          0:05:00 |      0 |       0 |        1 |
|   YFI/USDT |      1 |          -1.43 |          -1.43 |            -1.427 |          -0.14 |  1 day, 14:10:00 |      0 |       0 |        1 |
|      TOTAL |     13 |          -0.79 |         -10.32 |           -10.329 |          -1.03 |   1 day, 8:46:00 |      1 |       0 |       12 |
=============== SUMMARY METRICS ===============
| Metric                | Value               |
|-----------------------+---------------------|
| Backtesting from      | 2020-03-26 00:00:00 |
| Backtesting to        | 2021-03-26 11:40:00 |
| Max open trades       | 25                  |
|                       |                     |
| Total trades          | 34238               |
| Starting balance      | 1000.000 USDT       |
| Final balance         | 7165.426 USDT       |
| Absolute profit       | 6165.426 USDT       |
| Total profit %        | 616.54%             |
| Trades per day        | 93.8                |
| Avg. stake amount     | 100.000 USDT        |
| Total trade volume    | 3423800.000 USDT    |
|                       |                     |
| Best Pair             | DENT/USDT 240.27%   |
| Worst Pair            | BAL/USDT -129.58%   |
| Best trade            | STRAX/USDT 5.47%    |
| Worst trade           | ONE/USDT -10.18%    |
| Best day              | 203.914 USDT        |
| Worst day             | -417.552 USDT       |
| Days win/draw/lose    | 260 / 0 / 106       |
| Avg. Duration Winners | 3:11:00             |
| Avg. Duration Loser   | 10:47:00            |
|                       |                     |
| Min balance           | 973.712 USDT        |
| Max balance           | 7420.496 USDT       |
| Drawdown              | 1406.39%            |
| Drawdown              | 1407.794 USDT       |
| Drawdown high         | 2569.967 USDT       |
| Drawdown low          | 1162.172 USDT       |
| Drawdown Start        | 2020-08-18 11:50:00 |
| Drawdown End          | 2020-11-04 14:30:00 |
| Market change         | 1156.4%             |
===============================================

