Result for strategy BinHV27
============================================================= BACKTESTING REPORT =============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Wins |   Draws |   Losses |
|    KMD/USDT |     94 |           0.07 |           6.12 |             6.122 |           0.61 |        4:08:00 |     52 |       0 |       42 |
|    KNC/USDT |    112 |          -0.18 |         -20.10 |           -20.122 |          -2.01 |        4:51:00 |     69 |       0 |       43 |
|    KSM/USDT |     56 |           0.78 |          43.69 |            43.735 |           4.37 |        4:03:00 |     37 |       0 |       19 |
|   LINA/USDT |      4 |          -2.58 |         -10.33 |           -10.343 |          -1.03 |        4:54:00 |      2 |       0 |        2 |
|   LINK/USDT |    106 |          -0.04 |          -4.22 |            -4.229 |          -0.42 |        4:42:00 |     61 |       0 |       45 |
|    LIT/USDT |     11 |           0.62 |           6.87 |             6.880 |           0.69 |        4:57:00 |      7 |       0 |        4 |
|    LRC/USDT |    111 |          -0.12 |         -13.33 |           -13.347 |          -1.33 |        4:50:00 |     68 |       0 |       43 |
|    LSK/USDT |    117 |           0.30 |          35.16 |            35.199 |           3.52 |        3:29:00 |     75 |       0 |       42 |
|    LTC/USDT |     73 |           0.08 |           6.17 |             6.178 |           0.62 |        4:41:00 |     44 |       0 |       29 |
|    LTO/USDT |    125 |           0.00 |           0.01 |             0.013 |           0.00 |        4:40:00 |     84 |       0 |       41 |
|   LUNA/USDT |    153 |          -0.59 |         -89.64 |           -89.726 |          -8.97 |        5:19:00 |     72 |       0 |       81 |
|   MANA/USDT |     85 |           0.86 |          73.09 |            73.159 |           7.32 |        3:43:00 |     58 |       0 |       27 |
|  MATIC/USDT |    109 |           0.17 |          18.98 |            18.998 |           1.90 |        4:42:00 |     65 |       0 |       44 |
|    MBL/USDT |    100 |           0.37 |          37.02 |            37.059 |           3.71 |        4:51:00 |     63 |       0 |       37 |
|    MDT/USDT |    143 |           0.45 |          64.33 |            64.394 |           6.44 |        3:46:00 |     94 |       0 |       49 |
|    MFT/USDT |    196 |           0.05 |          10.52 |            10.531 |           1.05 |        3:24:00 |    130 |       0 |       66 |
|   MITH/USDT |    117 |           0.54 |          62.96 |            63.019 |           6.30 |        3:57:00 |     84 |       0 |       33 |
|    MKR/USDT |     94 |          -0.28 |         -26.51 |           -26.541 |          -2.65 |        5:13:00 |     55 |       0 |       39 |
|    MTL/USDT |    133 |           0.35 |          46.70 |            46.744 |           4.67 |        3:43:00 |     87 |       0 |       46 |
|   NANO/USDT |    111 |          -0.19 |         -21.24 |           -21.258 |          -2.13 |        4:27:00 |     68 |       0 |       43 |
|    NBS/USDT |     72 |           0.68 |          48.87 |            48.916 |           4.89 |        4:10:00 |     48 |       0 |       24 |
|   NEAR/USDT |     63 |           0.79 |          49.72 |            49.772 |           4.98 |        4:15:00 |     44 |       0 |       19 |
|    NEO/USDT |     95 |           0.33 |          31.09 |            31.124 |           3.11 |        5:00:00 |     60 |       0 |       35 |
|    NKN/USDT |    157 |           0.08 |          12.33 |            12.339 |           1.23 |        4:20:00 |    101 |       0 |       56 |
|    NMR/USDT |    103 |           0.79 |          81.41 |            81.491 |           8.15 |        3:02:00 |     76 |       0 |       27 |
|   NPXS/USDT |    103 |           0.32 |          33.45 |            33.480 |           3.35 |        3:37:00 |     69 |       0 |       34 |
|   NULS/USDT |    147 |          -0.39 |         -56.70 |           -56.760 |          -5.68 |        4:23:00 |     81 |       0 |       66 |
|  OCEAN/USDT |     84 |          -0.05 |          -3.94 |            -3.941 |          -0.39 |        5:06:00 |     52 |       0 |       32 |
|     OG/USDT |     14 |           0.63 |           8.86 |             8.870 |           0.89 |        2:39:00 |      9 |       0 |        5 |
|    OGN/USDT |    112 |           0.69 |          77.03 |            77.108 |           7.71 |        4:44:00 |     78 |       0 |       34 |
|     OM/USDT |      7 |           1.49 |          10.45 |            10.463 |           1.05 |        3:49:00 |      5 |       0 |        2 |
|    OMG/USDT |     97 |           0.04 |           4.14 |             4.142 |           0.41 |        4:43:00 |     62 |       0 |       35 |
|    ONE/USDT |    130 |          -0.09 |         -12.28 |           -12.296 |          -1.23 |        4:41:00 |     82 |       0 |       48 |
|    ONG/USDT |    104 |           0.45 |          46.75 |            46.797 |           4.68 |        4:14:00 |     69 |       0 |       35 |
|    ONT/USDT |     87 |          -0.03 |          -2.51 |            -2.515 |          -0.25 |        4:42:00 |     59 |       0 |       28 |
|    ORN/USDT |     74 |           0.33 |          24.25 |            24.274 |           2.43 |        4:53:00 |     42 |       0 |       32 |
|    OXT/USDT |     77 |           0.38 |          29.07 |            29.100 |           2.91 |        4:21:00 |     49 |       0 |       28 |
|   PAXG/USDT |     74 |          -0.06 |          -4.61 |            -4.612 |          -0.46 |        2:14:00 |     44 |       0 |       30 |
|   PERL/USDT |    123 |           0.80 |          98.60 |            98.697 |           9.87 |        4:17:00 |     85 |       0 |       38 |
|   PERP/USDT |      5 |          -5.72 |         -28.62 |           -28.648 |          -2.86 |        7:33:00 |      2 |       0 |        3 |
|    PNT/USDT |     93 |          -0.12 |         -11.44 |           -11.456 |          -1.15 |        4:38:00 |     52 |       0 |       41 |
|   POND/USDT |      1 |           2.21 |           2.21 |             2.212 |           0.22 |        0:20:00 |      1 |       0 |        0 |
|    PSG/USDT |     19 |           0.31 |           5.92 |             5.928 |           0.59 |        3:43:00 |     13 |       0 |        6 |
|   QTUM/USDT |     95 |           0.01 |           1.09 |             1.095 |           0.11 |        5:23:00 |     55 |       0 |       40 |
|   RAMP/USDT |      1 |           3.63 |           3.63 |             3.629 |           0.36 |        3:35:00 |      1 |       0 |        0 |
|   REEF/USDT |     16 |           0.88 |          14.10 |            14.113 |           1.41 |        3:47:00 |     12 |       0 |        4 |
|    REN/USDT |    128 |          -0.14 |         -18.27 |           -18.293 |          -1.83 |        5:02:00 |     72 |       0 |       56 |
|    REP/USDT |    104 |           0.19 |          19.60 |            19.619 |           1.96 |        3:52:00 |     62 |       0 |       42 |
|    RIF/USDT |     11 |           1.19 |          13.12 |            13.135 |           1.31 |        4:35:00 |      7 |       0 |        4 |
|    RLC/USDT |    125 |          -0.40 |         -49.94 |           -49.993 |          -5.00 |        5:26:00 |     67 |       0 |       58 |
|   ROSE/USDT |     44 |           0.99 |          43.38 |            43.420 |           4.34 |        4:20:00 |     28 |       0 |       16 |
|    RSR/USDT |     49 |           0.90 |          43.93 |            43.974 |           4.40 |        4:07:00 |     31 |       0 |       18 |
|   RUNE/USDT |     94 |          -0.02 |          -2.22 |            -2.222 |          -0.22 |        5:15:00 |     55 |       0 |       39 |
|    RVN/USDT |     76 |           0.22 |          16.64 |            16.655 |           1.67 |        4:18:00 |     52 |       0 |       24 |
|   SAND/USDT |     70 |           0.79 |          55.18 |            55.236 |           5.52 |        4:34:00 |     47 |       0 |       23 |
|     SC/USDT |     70 |           0.11 |           7.87 |             7.880 |           0.79 |        4:27:00 |     41 |       0 |       29 |
|    SFP/USDT |     12 |           2.26 |          27.11 |            27.138 |           2.71 |        3:52:00 |      9 |       0 |        3 |
|    SKL/USDT |     49 |           0.11 |           5.52 |             5.526 |           0.55 |        5:21:00 |     29 |       0 |       20 |
|    SNX/USDT |    102 |          -0.41 |         -41.40 |           -41.444 |          -4.14 |        5:15:00 |     60 |       0 |       42 |
|    SOL/USDT |    108 |          -0.16 |         -17.79 |           -17.810 |          -1.78 |        4:43:00 |     62 |       0 |       46 |
|    SRM/USDT |    109 |           0.44 |          47.89 |            47.935 |           4.79 |        4:45:00 |     72 |       0 |       37 |
|   STMX/USDT |     96 |           0.61 |          58.38 |            58.435 |           5.84 |        3:47:00 |     71 |       0 |       25 |
|  STORJ/USDT |     41 |           1.33 |          54.34 |            54.395 |           5.44 |        3:56:00 |     28 |       0 |       13 |
|   STPT/USDT |    155 |           0.04 |           6.07 |             6.071 |           0.61 |        4:19:00 |     95 |       0 |       60 |
|  STRAX/USDT |     37 |           1.36 |          50.25 |            50.301 |           5.03 |        3:34:00 |     29 |       0 |        8 |
|    STX/USDT |    141 |           0.25 |          35.29 |            35.327 |           3.53 |        4:48:00 |     89 |       0 |       52 |
