Result for strategy BbandRsi
=============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |      Avg Duration |   Wins |   Draws |   Losses |
|    SXP/USDT |      6 |          -1.72 |         -10.34 |           -10.350 |          -1.04 |  2 days, 20:30:00 |      4 |       0 |        2 |
|    TCT/USDT |      4 |           6.50 |          26.00 |            26.025 |           2.60 |  2 days, 22:15:00 |      3 |       0 |        1 |
|  TFUEL/USDT |     13 |           6.26 |          81.36 |            81.442 |           8.14 |   1 day, 15:55:00 |     12 |       0 |        1 |
|  THETA/USDT |      9 |           3.49 |          31.42 |            31.456 |           3.15 |   4 days, 5:27:00 |      7 |       0 |        2 |
|   TOMO/USDT |      5 |          -1.94 |          -9.68 |            -9.691 |          -0.97 |  3 days, 16:36:00 |      2 |       0 |        3 |
|    TRB/USDT |      5 |           1.00 |           5.00 |             5.006 |           0.50 |   1 day, 17:00:00 |      4 |       0 |        1 |
|   TROY/USDT |     10 |           3.06 |          30.58 |            30.612 |           3.06 |   3 days, 9:42:00 |      7 |       0 |        3 |
|    TRU/USDT |      3 |          -4.66 |         -13.97 |           -13.981 |          -1.40 |   3 days, 7:40:00 |      2 |       0 |        1 |
|    TRX/USDT |     10 |           1.94 |          19.40 |            19.422 |           1.94 |  4 days, 15:12:00 |      7 |       0 |        3 |
|    TWT/USDT |      0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |      0 |       0 |        0 |
|    UMA/USDT |      4 |           1.17 |           4.68 |             4.681 |           0.47 |   3 days, 5:00:00 |      3 |       0 |        1 |
|   UNFI/USDT |      6 |           8.57 |          51.42 |            51.467 |           5.15 |   1 day, 18:50:00 |      6 |       0 |        0 |
|    UNI/USDT |      2 |          -7.58 |         -15.16 |           -15.175 |          -1.52 |   4 days, 9:30:00 |      1 |       0 |        1 |
|    UTK/USDT |      5 |          -4.07 |         -20.33 |           -20.350 |          -2.04 |    1 day, 8:12:00 |      3 |       0 |        2 |
|    VET/USDT |      9 |           5.71 |          51.43 |            51.485 |           5.15 |  4 days, 17:47:00 |      7 |       0 |        2 |
|   VITE/USDT |      9 |           3.72 |          33.45 |            33.483 |           3.35 |  2 days, 15:47:00 |      7 |       0 |        2 |
|   VTHO/USDT |      6 |           4.13 |          24.80 |            24.825 |           2.48 |  2 days, 10:10:00 |      5 |       0 |        1 |
|    WAN/USDT |      4 |           1.19 |           4.77 |             4.778 |           0.48 |  2 days, 20:15:00 |      2 |       0 |        2 |
|  WAVES/USDT |      6 |           0.39 |           2.32 |             2.325 |           0.23 |   3 days, 6:30:00 |      4 |       0 |        2 |
|    WIN/USDT |      9 |          -1.11 |          -9.95 |            -9.960 |          -1.00 |  5 days, 22:33:00 |      5 |       0 |        4 |
|   WING/USDT |      8 |           1.21 |           9.64 |             9.650 |           0.96 |   1 day, 13:22:00 |      6 |       0 |        2 |
|   WNXM/USDT |      6 |           5.30 |          31.78 |            31.816 |           3.18 |  2 days, 10:20:00 |      5 |       0 |        1 |
|    WRX/USDT |      0 |           0.00 |           0.00 |             0.000 |           0.00 |              0:00 |      0 |       0 |        0 |
|    WTC/USDT |      4 |           3.33 |          13.34 |            13.351 |           1.34 |  5 days, 17:30:00 |      3 |       0 |        1 |
|    XEM/USDT |      7 |          -0.05 |          -0.35 |            -0.350 |          -0.04 |   1 day, 11:00:00 |      5 |       0 |        2 |
|    XLM/USDT |      5 |           4.59 |          22.94 |            22.965 |           2.30 |  3 days, 19:48:00 |      3 |       0 |        2 |
|    XMR/USDT |      4 |           4.32 |          17.30 |            17.316 |           1.73 |  2 days, 22:45:00 |      4 |       0 |        0 |
|    XRP/USDT |     10 |           0.61 |           6.13 |             6.140 |           0.61 |  2 days, 11:06:00 |      7 |       0 |        3 |
|    XTZ/USDT |      5 |           6.71 |          33.55 |            33.585 |           3.36 |  4 days, 13:00:00 |      4 |       0 |        1 |
|    XVS/USDT |      6 |           9.99 |          59.94 |            60.000 |           6.00 |   1 day, 11:30:00 |      6 |       0 |        0 |
|    YFI/USDT |     12 |          -2.93 |         -35.14 |           -35.173 |          -3.52 |   1 day, 22:05:00 |      7 |       0 |        5 |
|   YFII/USDT |      5 |           7.26 |          36.31 |            36.343 |           3.63 |    1 day, 9:24:00 |      4 |       0 |        1 |
|    ZEC/USDT |     11 |           3.94 |          43.33 |            43.371 |           4.34 |   2 days, 8:44:00 |     10 |       0 |        1 |
|    ZEN/USDT |      5 |           7.66 |          38.28 |            38.320 |           3.83 |   1 day, 17:48:00 |      5 |       0 |        0 |
|    ZIL/USDT |      8 |           1.84 |          14.71 |            14.727 |           1.47 |  4 days, 14:15:00 |      5 |       0 |        3 |
